,Age,City,Profession,Marital Status,Education,No. of Family members,Annual Income,Would you prefer replacing all your vehicles to Electronic vehicles?,If Yes/Maybe what type of  EV would you prefer?,Do you think Electronic Vehicles are economical?,Which brand of vehicle do you currently own?,How much money could you spend on an Electronic vehicle?,Preference for wheels in EV,Do you think Electronic vehicles will replace fuel cars in India?
389,54,Chandrapur ,None,Married,Post Graduate,4,2816291.702651986,No,Liftback,Yes,Nissan,<25 lakhs,4,"Yes, in <10 years"
390,26,Pune,Business,Single,Graduate,3,2829140.270676972,Maybe,SUV,Yes,Tata,<5 lakhs,3,"Yes, possibly after 20 years"
391,66,Pune ,None,Single,Graduate,4,2946675.545084026,Yes,SUV,Maybe,Audi,<5 lakhs,2,"Yes, in <20years"
392,29,Mumbai,Business,Married,Graduate,7,2353762.26981284,Yes,Liftback,No,Hyundai,<25 lakhs,4,"Yes, in <10 years"
393,31,Delhi ,Working Professional,Single,Post Graduate,5,1266223.2031605314,Yes,SUV,Yes,Nissan,<25 lakhs,4,"Yes, in <20years"
394,26,Hakdwani,None,Married,Graduate,3,1799657.5544745289,Yes,Liftback,Yes,Tata,<15 lakhs,3,"Yes, in <20years"
395,58,Pune,Working Professional,Single,Graduate,4,1612766.6651636,Yes,Sedan,Yes,Tata,<15 lakhs,4,"Yes, possibly after 20 years"
396,32,Pune,Working Professional,Married,Graduate,4,2224291.946941695,Yes,Hatchback,Yes,Honda,<5 lakhs,2,"Yes, in <10 years"
397,56,Pune,Working Professional,Single,Graduate,5,2086225.092061058,Yes,Liftback,Maybe,Tata,>25 lakhs,4,"Yes, in <20years"
398,30,nashik,Working Professional,Single,Post Graduate,6,2682101.803226272,Yes,Liftback,Yes,Hyundai,<5 lakhs,4,"Yes, in <20years"
399,27,Pune,Business,Single,Graduate,0,2607375.4240001943,Yes,Sedan,Maybe,Nissan,<25 lakhs,4,"Yes, in <20years"
400,28,Pune,None,Single,Graduate,4,2053199.9599333927,Maybe,Liftback,Yes,Hyundai,<25 lakhs,4,"Yes, in <20years"
401,28,New Delhi,None,Single,Post Graduate,4,2806237.147904546,Yes,SUV,Maybe,Nissan,<15 lakhs,4,"Yes, in <20years"
402,29,Pune,Working Professional,Single,Post Graduate,3,3091421.304533344,Maybe,SUV,Yes,Hyundai,<15 lakhs,4,"Yes, in <10 years"
403,46,Nellore ,None,Married,Graduate,5,1999419.247125113,No,SUV,No,KIA,<15 lakhs,4,"Yes, in <20years"
404,25,New Delhi,None,Married,Graduate,5,1312150.9194058878,Yes,Sedan,Yes,Honda,<15 lakhs,4,"Yes, in <10 years"
405,27,Pune,None,Married,Graduate,3,2139809.4303562883,Maybe,Cabrio,No,Nissan,<15 lakhs,4,"Yes, possibly after 20 years"
406,25,Nagpur,Business,Single,Post Graduate,6,2608288.9435610897,Maybe,SUV,Yes,Hyundai,<15 lakhs,2,"Yes, in <10 years"
407,19,Satara,None,Single,Post Graduate,0,2580819.1213807384,Maybe,SUV,Yes,Nissan,<25 lakhs,4,"Yes, in <10 years"
408,22,Pune,Working Professional,Married,Graduate,3,780207.8127856767,Yes,Liftback,Maybe,Audi,<15 lakhs,2,"Yes, in <10 years"
409,31,Pune,Working Professional,Married,Graduate,6,1577853.4403817793,Maybe,SUV,Yes,Hyundai,<5 lakhs,4,"Yes, in <20years"
410,27,Kashipur ,Business,Married,Graduate,4,1794560.4267688706,Yes,SUV,Yes,Tata,<15 lakhs,2,"Yes, in <10 years"
411,20,Pune,Working Professional,Single,Graduate,4,2687296.1823587134,Yes,Hatchback,Maybe,Hyundai,<25 lakhs,4,"Yes, in <20years"
412,29,Pune,Working Professional,Single,Graduate,4,2570764.1174350223,Yes,SUV,Yes,KIA,<15 lakhs,4,"Yes, in <10 years"
413,29,Pune,None,Single,Graduate,6,1614741.7151173768,Maybe,Hatchback,Yes,KIA,<25 lakhs,3,"Yes, in <20years"
414,32,Pune,None,Married,Post Graduate,3,1468162.4780376432,Yes,Hatchback,Maybe,Honda,<15 lakhs,4,"Yes, in <20years"
415,30,Haldwani ,Salaried,Single,Graduate,4,1729193.9920225726,Yes,Hatchback,Maybe,Nissan,<5 lakhs,4,"Yes, in <10 years"
416,48,Pune,Working Professional,Single,Graduate,4,3122132.9906725464,No,Sedan,Yes,Hyundai,>25 lakhs,4,"Yes, in <20years"
417,26,Mumbai,None,Married,Graduate,4,1687057.4717945876,Yes,Sedan,Yes,Honda,<25 lakhs,4,"Yes, in <20years"
418,26,Pune,None,Single,Graduate,4,2681422.914898277,Maybe,Sedan,Yes,Hyundai,<5 lakhs,4,"Yes, in <20years"
419,24,Pune,None,Single,Graduate,4,3079928.866104003,Maybe,SUV,Yes,Volkswagen,<5 lakhs,4,"Yes, in <10 years"
420,43,Haldwani ,Business,Married,Graduate,4,2943750.515642608,Maybe,SUV,Yes,Tata,>25 lakhs,3,I don't think so
421,29,Pune,Salaried,Married,Graduate,4,2241362.0803657775,Yes,Sedan,Maybe,Tata,<25 lakhs,4,"Yes, in <10 years"
422,26,Nagpur,None,Married,Graduate,4,2855461.792330769,Yes,SUV,Yes,MG,<5 lakhs,4,I don't think so
423,34,Pune,Working Professional,Single,Post Graduate,3,520947.4314537545,Yes,SUV,Maybe,MG,<15 lakhs,4,"Yes, in <20years"
424,28,Jalandhar,None,Married,Graduate,4,930794.3008953043,Yes,SUV,No,MG,<15 lakhs,4,"Yes, in <10 years"
425,62,Jalandhar,Business,Single,Graduate,5,2183756.3693698472,Yes,Liftback,No,KIA,<5 lakhs,2,"Yes, in <10 years"
426,49,Pune,Business,Single,Graduate,4,3007364.7776464703,Maybe,Sedan,Yes,Honda,<15 lakhs,4,"Yes, in <10 years"
427,30,Delhi ,Working Professional,Single,Graduate,3,1384239.8496702462,Yes,Sedan,Yes,Nissan,1500000,4,I don't think so
428,26,New Delhi ,None,Married,Post Graduate,4,2268999.378636747,Yes,Liftback,Yes,MG,<5 lakhs,2,"Yes, in <10 years"
429,29,pUNE,None,Single,Graduate,4,3001346.5688756015,Yes,Sedan,Yes,Hyundai,<5 lakhs,2,"Yes, in <20years"
430,30,Pune,None,Single,Graduate,4,2408681.7002511164,Yes,Liftback,Yes,Tata,<5 lakhs,4,"Yes, possibly after 20 years"
431,29,Pune,None,Single,Graduate,1,253101.2052879932,Yes,Hatchback,Yes,KIA,<15 lakhs,4,"Yes, in <10 years"
432,29,Nellore ,Working Professional,Single,Graduate,4,2014086.469237402,Yes,Sedan,Yes,Tata,<25 lakhs,4,I don't think so
433,25,Ahmedabad,None,Single,Post Graduate,4,666258.5443667754,Yes,SUV,Maybe,Suzuki ,>25 lakhs,4,"Yes, possibly after 20 years"
434,25,Mumbai ,None,Single,Post Graduate,5,1690740.6730597387,Yes,Hatchback,Yes,Suzuki ,<5 lakhs,3,"Yes, in <10 years"
435,31,Pune,Working Professional,Single,Post Graduate,4,2210578.896834291,No,Hatchback,No,MG,1500000,4,"Yes, in <10 years"
436,26,Pune ,None,Single,Graduate,3,2385629.1441854965,Maybe,SUV,Yes,Nissan,<15 lakhs,2,I don't think so
437,23,New Delhi,None,Single,Post Graduate,6,2770259.809839756,Yes,SUV,Yes,Nissan,<5 lakhs,4,"Yes, in <20years"
438,32,Pune,None,Single,Graduate,4,2050589.519018026,Yes,Hatchback,Yes,Maruti,<5 lakhs,2,"Yes, possibly after 20 years"
439,23,Mumbai,Working Professional,Single,Post Graduate,4,2633827.0634213113,Yes,SUV,Yes,Hyundai,<15 lakhs,2,"Yes, in <10 years"
440,29,Nellore ,Salaried,Single,Graduate,4,2245069.6132042194,No,Sedan,Yes,Maruti,<5 lakhs,4,"Yes, possibly after 20 years"
441,29,Kashipur ,None,Married,Graduate,3,1151960.4598529711,Maybe,SUV,Yes,Honda,<15 lakhs,4,"Yes, in <20years"
442,26,Karnal,Business,Single,Graduate,3,2759707.2439368437,Yes,Hatchback,Maybe,BMW,<15 lakhs,4,"Yes, in <10 years"
443,23,Pune,None,Single,Post Graduate,8,2414911.481410044,Maybe,Sedan,Yes,Hyundai,<15 lakhs,4,"Yes, in <10 years"
444,28,Pune,None,Single,Graduate,4,2841881.4803139623,Maybe,SUV,Yes,Nissan,<15 lakhs,4,"Yes, possibly after 20 years"
445,31,Nellore ,Working Professional,Married,Post Graduate,4,1164878.2605622662,Yes,Sedan,Yes,Maruti ,<5 lakhs,4,"Yes, in <10 years"
446,25,Rewari,None,Single,Post Graduate,4,2309199.2553635645,Yes,SUV,No,Hyundai,<5 lakhs,3,"Yes, in <10 years"
447,30,Nagpur,None,Single,Post Graduate,4,2234407.5926546887,Yes,SUV,Yes,Honda,<15 lakhs,4,"Yes, in <10 years"
448,25,Pune,None,Married,Graduate,5,2963156.9293008572,Yes,Hatchback,Yes,Hyundai,<5 lakhs,2,"Yes, in <10 years"
449,26,Delhi,None,Single,Graduate,2,2964614.727439667,Yes,SUV,Yes,MG,2000000,4,"Yes, in <10 years"
450,32,New Delhi,Business,Single,Graduate,4,1822351.275983898,Maybe,Hatchback,Maybe,KIA,700000,4,"Yes, in <20years"
451,29,Banglore ,None,Single,Post Graduate,4,2807285.2772155227,Yes,SUV,No,Honda,<5 lakhs,4,"Yes, in <20years"
452,29,Pune,None,Single,Graduate,2,2918773.144963759,Maybe,SUV,Maybe,Hyundai,<5 lakhs,4,"Yes, in <20years"
453,24,nashik,None,Single,Graduate,1,2720987.4006635044,Yes,Liftback,Yes,Tata,<15 lakhs,2,I don't think so
454,28,Pune,Salaried,Single,Post Graduate,4,2278525.6762114544,Yes,SUV,Yes,Tata,<15 lakhs,4,I don't think so
455,31,Mumbai,None,Single,Post Graduate,4,1894552.1127687981,Yes,SUV,Yes,Chevrolet ,>25 lakhs,2,"Yes, in <10 years"
456,22,New Delhi,Working Professional,Married,Post Graduate,4,1672762.5601868331,Yes,SUV,Yes,KIA,<5 lakhs,4,"Yes, in <10 years"
457,31,Pune,None,Single,Post Graduate,5,1599291.3158106497,Yes,Hatchback,Yes,Honda,<15 lakhs,4,"Yes, in <20years"
458,29,Pune,Working Professional,Single,Post Graduate,3,650760.1557108817,Yes,Cabrio,No,Nissan,<25 lakhs,3,"Yes, in <20years"
459,23,Pune,None,Single,Post Graduate,4,2996207.8903294005,Maybe,Hatchback,Maybe,Honda,<5 lakhs,4,"Yes, in <20years"
460,24,Haldwani ,Working Professional,Single,Graduate,4,2262560.795145797,Yes,SUV,Yes,Nissan,<15 lakhs,3,I don't think so
461,19,Pune,Working Professional,Married,Post Graduate,5,2823347.5594407218,Yes,Liftback,Yes,Hyundai,<5 lakhs,2,"Yes, in <20years"
462,31,Nashik,Business,Married,Graduate,4,1812113.972404451,Yes,SUV,Yes,Tata,<15 lakhs,2,"Yes, in <10 years"
463,24,Delhi,None,Single,Post Graduate,5,1431278.2835197207,Yes,SUV,Yes,Hyundai,<5 lakhs,4,"Yes, in <20years"
464,30,Pune,Business,Married,Graduate,3,2141080.2871458475,Yes,Sedan,Maybe,Honda,<25 lakhs,2,"Yes, in <10 years"
465,31,Chandrapur ,Business,Single,Post Graduate,4,1801813.6313335872,Yes,Sedan,Yes,Hyundai,<5 lakhs,4,"Yes, possibly after 20 years"
466,29,Nellore ,Business,Single,Graduate,6,1571494.8141839812,Yes,SUV,Yes,Hyundai,<15 lakhs,4,"Yes, in <20years"
467,29,Bengaluru,Business,Married,Graduate,5,2681397.160863778,Yes,SUV,Yes,KIA,<15 lakhs,4,"Yes, in <20years"
468,63,Nagpur,Salaried,Single,Graduate,4,3243002.5141505757,Yes,SUV,Yes,Honda,<5 lakhs,2,"Yes, in <10 years"
469,31,New Delhi,Working Professional,Married,Graduate,5,483988.3705564765,Yes,Liftback,Yes,Maruti,<5 lakhs,4,I don't think so
470,28,Pune,None,Single,Graduate,4,2489141.0473427186,Yes,SUV,Yes,Honda,<5 lakhs,4,"Yes, in <20years"
471,31,Pune,None,Single,Graduate,8,1382589.3454709756,Maybe,Sedan,Yes,Tata,<15 lakhs,4,"Yes, possibly after 20 years"
472,41,Pune,Working Professional,Single,Graduate,4,2570732.3740901756,Maybe,SUV,Yes,KIA,<15 lakhs,2,"Yes, in <10 years"
473,29,Pune,Salaried,Married,Graduate,3,2416201.4291263386,No,Sedan,Yes,Nissan,<15 lakhs,4,"Yes, in <20years"
474,29,Satara,Salaried,Married,Graduate,4,1265602.3924263208,Maybe,SUV,Yes,Honda,<15 lakhs,4,"Yes, in <20years"
475,30,Pune,Business,Married,Graduate,4,423766.9031322454,Maybe,SUV,Yes,Hyundai,<5 lakhs,2,"Yes, in <20years"
476,27,Pune,None,Single,Graduate,5,2873752.696936622,Yes,Sedan,Yes,KIA,<15 lakhs,2,"Yes, in <10 years"
477,27,nashik,Working Professional,Single,Graduate,4,2516649.3508420587,No,Sedan,Yes,KIA,<15 lakhs,4,"Yes, possibly after 20 years"
478,25,Pune,None,Single,Post Graduate,3,2760641.2768856827,No,Sedan,Yes,Hyundai,<15 lakhs,2,"Yes, in <20years"
479,31,Pune,Working Professional,Single,Post Graduate,4,2376436.900395473,Yes,Hatchback,Yes,McLaren ,<15 lakhs,4,"Yes, possibly after 20 years"
480,27,Pune,Working Professional,Married,Post Graduate,4,2533636.9815160916,No,Hatchback,Maybe,Tata,<15 lakhs,2,"Yes, in <20years"
481,23,Pune,Working Professional,Single,Graduate,4,2550700.826164308,Yes,Sedan,Yes,Honda,<5 lakhs,4,"Yes, in <20years"
482,26,Serampore,Working Professional,Single,Post Graduate,0,2434292.4404993127,Yes,Hatchback,Yes,Honda,<5 lakhs,4,"Yes, in <10 years"
483,32,Pune,None,Married,Graduate,6,3027997.652331321,Yes,Sedan,Yes,Tata,<5 lakhs,4,"Yes, in <10 years"
484,28,Pune,None,Single,Graduate,4,2717988.5529720415,Yes,Sedan,Yes,Honda,<5 lakhs,4,I don't think so
485,47,Noida,None,Single,Graduate,6,2821520.370586172,Yes,SUV,Yes,Tata,<15 lakhs,2,"Yes, in <10 years"
486,28,Nagpur,None,Married,Graduate,4,2099064.376655004,Maybe,SUV,Yes,Maruti,>25 lakhs,3,"Yes, in <20years"
487,31,Pune,None,Married,Graduate,4,1394030.0137989924,Yes,Hatchback,Yes,MG,<15 lakhs,4,"Yes, in <10 years"
488,56,Nellore ,Working Professional,Married,Graduate,3,2967644.719544942,Yes,Sedan,Yes,Maruti,<15 lakhs,2,I don't think so
489,29,Pune,Working Professional,Single,Graduate,4,1990241.752011822,Yes,Sedan,Yes,Tata,<5 lakhs,4,"Yes, in <20years"
490,32,Pune,None,Married,Graduate,2,2767809.4332434516,Yes,Hatchback,Yes,Nissan,1200000,4,"Yes, in <10 years"
491,57,Pune,Business,Married,Graduate,4,2395898.7151744454,Yes,SUV,Yes,Maruti,1500000,4,"Yes, in <10 years"
492,27,Pune,None,Single,Post Graduate,3,3085553.7269177386,Maybe,Sedan,Yes,Tata,<15 lakhs,4,I don't think so
493,28,Pune,Business,Single,Graduate,4,2920958.195111628,Yes,Liftback,Yes,Nissan,>25 lakhs,4,"Yes, in <10 years"
494,66,Jhansi,None,Married,Graduate,3,2283632.6114128088,Yes,SUV,Yes,Hyundai,<15 lakhs,4,"Yes, in <10 years"
495,31,Pune,None,Single,Graduate,7,2979308.003051972,Yes,SUV,Maybe,Honda,<5 lakhs,4,"Yes, possibly after 20 years"
496,26,Pune,Working Professional,Married,Graduate,8,3010921.978795166,Maybe,SUV,Yes,Hyundai,<5 lakhs,2,"Yes, in <10 years"
497,25,Pune,Working Professional,Married,Graduate,0,2644833.7687813938,Yes,Liftback,Yes,Honda,<5 lakhs,4,"Yes, in <10 years"
498,68,Bengaluru,Working Professional,Single,Graduate,4,2470592.3029263658,No,Hatchback,Yes,Volkswagen,<15 lakhs,4,"Yes, in <10 years"
499,24,Mumbai,Working Professional,Single,Graduate,4,1964436.0597117846,No,Sedan,Maybe,Hyundai,<5 lakhs,3,"Yes, in <10 years"
500,22,Pune,None,Married,Graduate,3,2626540.6181841604,Yes,SUV,Yes,Hyundai,<5 lakhs,4,"Yes, in <10 years"
501,26,Pune,None,Single,Post Graduate,4,1098795.139324696,Yes,SUV,Maybe,Volkswagen,<15 lakhs,4,"Yes, in <10 years"
502,25,Pune,None,Single,Graduate,5,2867813.696795111,Yes,Liftback,Maybe,Nissan,<5 lakhs,4,"Yes, in <20years"
503,29,Pune ,Business,Married,Graduate,4,2898391.5218480253,Yes,Liftback,Yes,BMW,<15 lakhs,4,I don't think so
504,40,Pune,None,Single,Graduate,3,2630791.2317384467,Yes,SUV,Yes,KIA,<15 lakhs,4,"Yes, in <20years"
505,29,Pune,None,Single,Graduate,3,3227986.863908766,Yes,Sedan,Yes,Tata,<15 lakhs,4,"Yes, in <20years"
506,31,Pune,Business,Single,Graduate,4,2825228.35262289,Maybe,Liftback,Yes,BMW,<15 lakhs,2,"Yes, in <10 years"
507,24,New Delhi ,None,Single,Graduate,4,2556427.6549867257,Maybe,SUV,Yes,Honda,<5 lakhs,4,"Yes, in <20years"
508,28,Satara,Working Professional,Single,Graduate,4,2887462.3780569546,Yes,Liftback,Yes,Honda,1200000,4,"Yes, in <10 years"
509,22,Pune,Working Professional,Single,Graduate,1,3063410.4978957707,Yes,Sedan,Yes,Nissan,<5 lakhs,4,"Yes, in <20years"
510,27,Pune,None,Single,Graduate,4,2083677.0897060737,No,SUV,Maybe,Honda,<5 lakhs,4,"Yes, in <10 years"
511,31,Pune,Working Professional,Single,Graduate,2,1958658.8458160607,Yes,Liftback,Yes,Hyundai,<5 lakhs,4,"Yes, in <10 years"
512,33,Pune,Working Professional,Single,Graduate,4,2246186.245252306,Yes,SUV,Yes,KIA,<25 lakhs,4,"Yes, in <10 years"
513,59,Pune,None,Single,Post Graduate,4,2839089.114096762,Maybe,SUV,Yes,Nissan,<5 lakhs,4,"Yes, in <10 years"
514,39,Nashik,None,Single,Graduate,3,2141386.4157710318,Yes,SUV,Yes,Maruti,<5 lakhs,3,"Yes, in <20years"
515,30,Pune,Working Professional,Married,Graduate,4,2236772.322113011,Yes,SUV,Yes,Volkswagen,<5 lakhs,4,"Yes, in <20years"
516,30,Pune,Working Professional,Single,Graduate,4,2597745.211890941,Yes,SUV,Yes,Honda,<25 lakhs,4,"Yes, in <20years"
517,30,Pune,Working Professional,Married,Graduate,4,2884061.7973738704,Yes,SUV,Yes,KIA,>25 lakhs,2,"Yes, in <10 years"
518,27,Pune,Business,Single,Graduate,5,1496156.3648734826,No,Hatchback,Yes,Hyundai,<15 lakhs,4,"Yes, in <10 years"
519,28,Pune,Business,Single,Graduate,4,2177392.502525494,Yes,Hatchback,Yes,Honda,<25 lakhs,4,"Yes, in <10 years"
520,31,Pune,Working Professional,Married,Graduate,4,2034705.044443796,Yes,Sedan,Yes,Tata,<5 lakhs,4,"Yes, in <10 years"
521,45,Pune ,Working Professional,Single,Graduate,3,2056794.5194053869,Yes,Sedan,Yes,Audi,2000000,2,"Yes, possibly after 20 years"
522,29,Pune,Working Professional,Single,Graduate,4,2380299.5563719394,Yes,Sedan,Yes,Maruti,<15 lakhs,4,"Yes, in <20years"
523,32,Mumbai,Business,Single,Graduate,4,1376113.9581785072,Yes,SUV,Yes,Nissan,<25 lakhs,4,"Yes, in <10 years"
524,28,Pune,Business,Married,Graduate,7,2484577.9415210024,Maybe,Sedan,No,BMW,<15 lakhs,4,"Yes, in <20years"
525,28,Delhi ,Business,Single,Post Graduate,4,3110116.337854958,Yes,SUV,No,MG,<15 lakhs,2,"Yes, in <10 years"
526,26,Pune,Working Professional,Married,Graduate,5,1130395.9105102313,Yes,SUV,Yes,Audi,<15 lakhs,4,"Yes, in <20years"
527,66,Banglore ,Business,Single,Graduate,5,2856342.8198830243,Maybe,SUV,Maybe,Honda,1200000,4,"Yes, in <10 years"
528,26,New Delhi ,None,Married,Graduate,4,2090613.0854214616,Yes,SUV,Yes,Hyundai,<25 lakhs,4,"Yes, in <10 years"
529,26,Pune,None,Married,Post Graduate,1,1934490.630965286,Maybe,Sedan,Yes,Tata,<15 lakhs,2,"Yes, in <10 years"
530,26,Pune,None,Married,Post Graduate,0,2815637.6699619363,Yes,Cabrio,Yes,Tata,<15 lakhs,4,"Yes, possibly after 20 years"
531,27,Pune,Working Professional,Single,Post Graduate,5,86765.25476100587,Maybe,Sedan,Yes,Honda,<5 lakhs,3,"Yes, in <20years"
532,59,Satara,Working Professional,Single,Graduate,4,1843715.894660569,Yes,Hatchback,Yes,MG,>25 lakhs,2,"Yes, in <10 years"
533,32,Pune,None,Married,Graduate,4,2693858.8194402554,No,Sedan,Yes,BMW,<5 lakhs,2,"Yes, in <20years"
534,28,Pune,Business,Single,Graduate,5,1117784.2290678232,Yes,SUV,Maybe,Maruti ,2000000,2,"Yes, possibly after 20 years"
535,20,Bengaluru,None,Married,Post Graduate,2,1777435.7157542377,Yes,SUV,Yes,MG,<5 lakhs,2,"Yes, in <20years"
536,60,Chennai,None,Single,Post Graduate,3,1236769.9834251052,Yes,Hatchback,Yes,Tata,<15 lakhs,2,"Yes, in <10 years"
537,30,Pune,Working Professional,Single,Graduate,8,660696.0098138535,Yes,SUV,Yes,Hyundai,<15 lakhs,2,"Yes, in <10 years"
538,25,Pune,None,Single,Graduate,4,3157890.5210475484,Yes,Hatchback,Yes,Hyundai,<15 lakhs,2,"Yes, in <10 years"
539,23,Pune,None,Single,Post Graduate,1,1955664.1157754625,Yes,SUV,Yes,Chevrolet ,<15 lakhs,2,"Yes, in <10 years"
540,29,Pune,Business,Married,Graduate,3,500024.3746825219,Maybe,SUV,Yes,Tata,<15 lakhs,4,"Yes, in <20years"
541,24,Mumbai ,Salaried,Married,Graduate,4,1504764.3514390162,Maybe,Hatchback,Yes,Audi,1200000,2,"Yes, in <10 years"
542,29,Ahmedabad,None,Single,Post Graduate,2,2998748.406046449,Yes,SUV,Yes,Tata,<15 lakhs,2,"Yes, in <10 years"
543,29,Pune,Working Professional,Single,Graduate,6,1937329.3394713071,Yes,SUV,Yes,Nissan,<15 lakhs,4,"Yes, in <10 years"
544,27,Pune,Working Professional,Single,Graduate,4,1903629.3618001319,Yes,SUV,No,Nissan,<5 lakhs,4,"Yes, in <20years"
545,30,Serampore,Working Professional,Married,Graduate,7,-98949.7083293869,Yes,Liftback,Yes,KIA,<5 lakhs,2,"Yes, in <10 years"
546,31,Gurugram ,Working Professional,Single,Graduate,3,925473.0419664502,Yes,Sedan,Maybe,Honda,<15 lakhs,4,"Yes, in <10 years"
547,28,Pune,None,Single,Graduate,4,2826456.1612443198,Yes,SUV,Yes,Tata,<15 lakhs,4,"Yes, in <10 years"
548,26,Hakdwani,None,Married,Graduate,4,2515413.606384417,Yes,Sedan,Yes,Hyundai,<15 lakhs,2,"Yes, possibly after 20 years"
549,25,Pune ,None,Single,Graduate,5,2321617.0422417396,No,Hatchback,Yes,KIA,<5 lakhs,4,"Yes, in <20years"
550,24,Pune,Working Professional,Single,Post Graduate,3,2489138.951084097,Yes,Sedan,Yes,KIA,<15 lakhs,2,"Yes, in <20years"
551,29,Ahmedabad,Business,Single,Graduate,4,521442.0361889664,Maybe,Hatchback,Yes,KIA,<15 lakhs,3,"Yes, in <20years"
552,30,Haldwani ,None,Married,Post Graduate,4,2712835.200615487,Maybe,Sedan,Yes,Maruti,<15 lakhs,4,"Yes, possibly after 20 years"
553,24,Pune,Business,Single,Post Graduate,4,2702758.6351525164,Yes,Hatchback,Yes,KIA,<5 lakhs,4,"Yes, possibly after 20 years"
554,32,Pune,Business,Married,Graduate,4,2400143.638883901,Yes,SUV,Maybe,KIA,<15 lakhs,2,"Yes, in <10 years"
555,24,Noida,Salaried,Married,Graduate,7,1818912.7380464803,Yes,SUV,Yes,Hyundai,<15 lakhs,2,"Yes, in <20years"
556,31,Mumbai,None,Single,Graduate,4,27134.782535406877,Yes,Sedan,Yes,Hyundai,<15 lakhs,4,"Yes, possibly after 20 years"
557,46,Pune,Working Professional,Married,Graduate,4,2210232.190631496,Yes,Hatchback,Maybe,Volkswagen,<5 lakhs,4,I don't think so
558,27,Jalandhar,Business,Married,Post Graduate,3,2242151.0222714255,No,SUV,No,Maruti Suzuki,<5 lakhs,3,"Yes, in <20years"
559,31,Pune,Working Professional,Single,Post Graduate,4,2778932.1814915356,Yes,SUV,Yes,Hyundai,<15 lakhs,4,"Yes, in <20years"
560,27,Patiyala,None,Single,Post Graduate,5,2967297.040079215,Maybe,SUV,Maybe,Tata,<5 lakhs,4,"Yes, in <10 years"
561,43,Nagpur,Working Professional,Single,Graduate,4,1993257.669237778,No,SUV,Yes,Volkswagen,<25 lakhs,4,"Yes, in <20years"
562,28,Pune,Working Professional,Married,Graduate,5,2652339.4227772974,Yes,SUV,Yes,Hyundai,<15 lakhs,4,"Yes, in <10 years"
563,28,nashik,Business,Single,Post Graduate,4,2975279.143713337,No,Hatchback,Maybe,Honda,<15 lakhs,2,"Yes, in <10 years"
564,60,Pune,None,Single,Graduate,4,2006301.7882456407,Maybe,Liftback,No,Tata,<15 lakhs,3,"Yes, possibly after 20 years"
565,25,Pune,Working Professional,Single,Graduate,8,1157404.7242431063,Yes,SUV,Maybe,MG,<5 lakhs,4,"Yes, in <20years"
566,30,Pune,Business,Single,Post Graduate,4,2422041.755379859,Yes,Sedan,Yes,Nissan,<15 lakhs,4,"Yes, in <20years"
567,27,Patiyala,None,Single,Graduate,8,2255911.6873960993,Maybe,Cabrio,Yes,MG,<5 lakhs,4,I don't think so
568,16,Chennai,None,Single,Graduate,4,2821545.226224118,Yes,Liftback,Yes,Hyundai,<5 lakhs,4,"Yes, possibly after 20 years"
569,29,Mumbai,None,Single,Post Graduate,4,3145603.6006004866,Yes,SUV,Yes,Tata,<15 lakhs,4,"Yes, in <10 years"
570,30,Pune,Working Professional,Married,Graduate,4,3130227.992806736,Maybe,Hatchback,Yes,BMW,<5 lakhs,4,"Yes, in <20years"
571,28,Pune,Business,Married,Graduate,4,2386585.337582625,Maybe,SUV,Yes,Tata,<25 lakhs,3,I don't think so
572,29,Pune,Business,Married,Graduate,1,1391077.358663592,Maybe,Hatchback,Yes,Hyundai,<5 lakhs,2,"Yes, in <20years"
573,31,Nagpur,None,Married,Post Graduate,4,1878517.3065048223,Maybe,Liftback,Yes,Tata,<15 lakhs,2,I don't think so
574,31,Mumbai,None,Single,Graduate,4,1710640.7556234582,Yes,SUV,Maybe,Tata,<15 lakhs,4,"Yes, in <20years"
575,25,New Delhi,None,Married,Post Graduate,4,2668178.3037265,Maybe,Liftback,Yes,Hyundai,<25 lakhs,2,"Yes, possibly after 20 years"
576,31,Pune,Working Professional,Married,Post Graduate,6,712170.800704795,Yes,Liftback,Yes,Tata,<15 lakhs,4,"Yes, in <10 years"
577,25,Pune,Working Professional,Married,Post Graduate,4,2505914.110973519,Yes,SUV,Yes,Tata,>25 lakhs,4,"Yes, in <10 years"
578,22,Pune,None,Married,Graduate,2,1025423.2976139148,Yes,Sedan,Yes,Nexa,<15 lakhs,4,"Yes, in <10 years"
579,30,Nashik,None,Single,Post Graduate,4,1421789.6437338288,Yes,Hatchback,Yes,Volkswagen,<25 lakhs,2,"Yes, in <20years"
580,66,Pune ,Business,Single,Graduate,8,1327808.9044659724,Yes,SUV,Yes,Tata,<15 lakhs,4,I don't think so
581,26,Pune,Working Professional,Married,Graduate,4,1115972.7293988972,Yes,SUV,Yes,KIA,<5 lakhs,4,"Yes, in <20years"
582,32,Mumbai,Working Professional,Single,Graduate,5,1481400.538401226,No,SUV,Yes,Hyundai,<5 lakhs,2,"Yes, in <10 years"
583,24,Nellore ,None,Married,Graduate,4,2841490.2286154507,Yes,Liftback,Yes,Honda,<5 lakhs,2,"Yes, in <20years"
584,50,Ahmedabad,None,Single,Graduate,3,2744526.1389966584,Yes,Hatchback,Yes,Nissan,<25 lakhs,4,"Yes, in <10 years"
